accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,angle_x,angle_y,lfoot_fl,lfoot_fr,lfoot_rl,lfoot_rr,rfoot_fl,rfoot_fr,rfoot_rl,rfoot_rr,vx,vy,wz,vtotal,StepHeight,MaxStepX,MaxStepY,MaxStepTheta,Frequency,timestamp
-19.625,-0.87500005960464478,-61.6875,0.047683719545602798,-0.47683718800544739,0.47683718800544739,0.016298945993185043,-0.3503229022026062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495523.500627
-19.625,-0.87500005960464478,-61.6875,0.047683719545602798,-0.47683718800544739,0.47683718800544739,0.016298945993185043,-0.3503229022026062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495523.6045959
-19.625,-0.87500005960464478,-61.6875,0.047683719545602798,-0.47683718800544739,0.47683718800544739,0.016298945993185043,-0.35013121366500854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495523.711309
-19.6875,-0.87500005960464478,-61.812503814697266,0.0,-0.23841859400272369,0.286102294921875,0.0164906345307827,-0.35013121366500854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495523.8111219
-19.6875,-0.87500005960464478,-61.812503814697266,0.0,-0.23841859400272369,0.286102294921875,0.0164906345307827,-0.35013121366500854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495523.9095299
-19.6875,-0.87500005960464478,-61.812503814697266,0.0,-0.23841859400272369,0.286102294921875,0.0164906345307827,-0.35013121366500854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495524.0389979
-19.6875,-0.87500005960464478,-61.937496185302734,-0.33378604054450989,0.42915347218513489,0.1430511474609375,0.0164906345307827,-0.35013121366500854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495524.1172881
-19.6875,-0.87500005960464478,-61.937496185302734,-0.33378604054450989,0.42915347218513489,0.1430511474609375,0.0164906345307827,-0.35013121366500854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495524.226414
-19.6875,-0.87500005960464478,-61.937496185302734,-0.33378604054450989,0.42915347218513489,0.1430511474609375,0.0164906345307827,-0.35013121366500854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495524.3782821
-19.625,-0.87500005960464478,-61.75,-0.286102294921875,0.286102294921875,0.42915347218513489,0.0164906345307827,-0.34974783658981323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495524.4402201
-19.625,-0.87500005960464478,-61.75,-0.286102294921875,0.286102294921875,0.42915347218513489,0.0164906345307827,-0.34974783658981323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495524.5452931
-19.625,-0.87500005960464478,-61.75,-0.286102294921875,0.286102294921875,0.42915347218513489,0.0164906345307827,-0.34974783658981323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495524.642396
-19.5,-1.0625,-61.812503814697266,-0.047683719545602798,0.286102294921875,-0.19073487818241119,0.0164906345307827,-0.34936445951461792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495524.7539909
-19.5,-1.0625,-61.812503814697266,-0.047683719545602798,0.286102294921875,-0.19073487818241119,0.0164906345307827,-0.34936445951461792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756495524.8601539
