accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,angle_x,angle_y,lfoot_fl,lfoot_fr,lfoot_rl,lfoot_rr,rfoot_fl,rfoot_fr,rfoot_rl,rfoot_rr,vx,vy,wz,vtotal,StepHeight,MaxStepX,MaxStepY,MaxStepTheta,Frequency,timestamp
8.6875,-5.1875,-67.0625,-33.760074615478516,73.671348571777344,-39.958953857421875,0.015148337930440903,0.085327453911304474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480728.3769419
8.6875,-5.1875,-67.0625,-33.760074615478516,73.671348571777344,-39.958953857421875,0.015148337930440903,0.085327453911304474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480728.4791939
8.6875,-5.1875,-67.0625,-33.760074615478516,73.671348571777344,-39.958953857421875,0.015148337930440903,0.1652863621711731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480728.5799839
8.6875,4.625,-63.937503814697266,5.14984130859375,-17.738344192504883,6.3419342041015625,-0.04122573509812355,0.1652863621711731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480728.6787729
8.6875,4.625,-63.937503814697266,5.14984130859375,-17.738344192504883,6.3419342041015625,-0.04122573509812355,0.1652863621711731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480728.7874849
8.6875,4.625,-63.937503814697266,5.14984130859375,-17.738344192504883,6.3419342041015625,-0.04122573509812355,0.1537812352180481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480728.922416
12.375,2.75,-64.25,6.5326690673828125,0.0,1.430511474609375,-0.030296150594949722,0.1537812352180481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.00439
12.375,2.75,-64.25,6.5326690673828125,0.0,1.430511474609375,-0.030296150594949722,0.1537812352180481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.106081
12.375,2.75,-64.25,6.5326690673828125,0.0,1.430511474609375,-0.030296150594949722,0.1537812352180481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.247632
11.0625,2.1875,-64.625,-1.9073487520217896,0.85830694437026978,-2.3841860294342041,-0.020708385854959488,0.13882523775100708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.308557
11.0625,2.1875,-64.625,-1.9073487520217896,0.85830694437026978,-2.3841860294342041,-0.020708385854959488,0.13882523775100708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.414129
11.0625,2.1875,-64.625,-1.9073487520217896,0.85830694437026978,-2.3841860294342041,-0.020708385854959488,0.13882523775100708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.519768
13.5625,-4.875,-63.6875,-2.8133392333984375,-27.99034309387207,-1.5258790254592896,-0.0166819728910923,0.13748294115066528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.6305089
13.5625,-4.875,-63.6875,-2.8133392333984375,-27.99034309387207,-1.5258790254592896,-0.0166819728910923,0.13748294115066528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.7320409
13.5625,-4.875,-63.6875,-2.8133392333984375,-27.99034309387207,-1.5258790254592896,-0.0166819728910923,0.13748294115066528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.8319559
13.5625,1.625,-65.5,-24.55711555480957,8.678436279296875,12.77923583984375,-0.0109294094145298,0.1741064190864563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480729.946805
13.5625,1.625,-65.5,-24.55711555480957,8.678436279296875,12.77923583984375,-0.0109294094145298,0.1741064190864563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480730.0455699
13.5625,1.625,-65.5,-24.55711555480957,8.678436279296875,12.77923583984375,-0.0109294094145298,0.1741064190864563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480730.1550989
13.5625,1.625,-65.5,-71.668624877929688,122.4517822265625,14.162064552307129,-0.077274151146411896,0.24812108278274536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480730.271456
15.624999046325684,8.375,-60.75,-71.668624877929688,122.4517822265625,14.162064552307129,-0.077274151146411896,0.24812108278274536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480730.368865
15.624999046325684,8.375,-60.75,-71.668624877929688,122.4517822265625,14.162064552307129,-0.077274151146411896,0.24812108278274536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480730.4760139
15.624999046325684,8.375,-60.75,-71.668624877929688,122.4517822265625,6.0558319091796875,-0.14822083711624146,0.5265386700630188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480730.6065941
20.875,-0.9375,-33.3125,46.014789581298828,-35.762790679931641,6.0558319091796875,-0.14822083711624146,0.5265386700630188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480730.703608
20.875,-0.9375,-33.3125,46.014789581298828,-35.762790679931641,6.0558319091796875,-0.14822083711624146,0.5265386700630188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480730.8026471
20.875,-0.9375,-33.3125,46.014789581298828,-35.762790679931641,6.0558319091796875,-0.14822083711624146,0.5265386700630188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480730.9420199
43.6875,7.0625,-52.999996185302734,35.619735717773438,-48.923492431640625,42.295455932617188,-0.11562377959489822,0.64676457643508911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.018414
43.6875,7.0625,-52.999996185302734,35.619735717773438,-48.923492431640625,42.295455932617188,-0.11562377959489822,0.64676457643508911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.126606
43.6875,7.0625,-52.999996185302734,35.619735717773438,-48.923492431640625,42.295455932617188,-0.11562377959489822,0.64676457643508911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.2609711
17.9375,-0.3125,-65.9375,-55.217746734619141,-33.283233642578125,-35.190586090087891,-0.044485393911600113,0.33900958299636841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.34339
17.9375,-0.3125,-65.9375,-55.217746734619141,-33.283233642578125,-35.190586090087891,-0.044485393911600113,0.33900958299636841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.450489
17.9375,-0.3125,-65.9375,-55.217746734619141,-33.283233642578125,-35.190586090087891,-0.044485393911600113,0.33900958299636841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.5647299
30.749998092651367,7.875,-59.0625,-7.9631810188293457,16.927719116210938,-8.487701416015625,-0.12789565324783325,0.40880566835403442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.692096
30.749998092651367,7.875,-59.0625,-7.9631810188293457,16.927719116210938,-8.487701416015625,-0.12789565324783325,0.40880566835403442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.764818
30.749998092651367,7.875,-59.0625,-7.9631810188293457,16.927719116210938,-8.487701416015625,-0.12789565324783325,0.40880566835403442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.8680651
31.0625,8.9375,-58.812496185302734,4.5299534797668457,59.080123901367188,45.824054718017578,-0.14956313371658325,0.46748048067092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480731.972502
31.0625,8.9375,-58.812496185302734,4.5299534797668457,59.080123901367188,45.824054718017578,-0.14956313371658325,0.46748048067092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480732.0752389
31.0625,8.9375,-58.812496185302734,4.5299534797668457,59.080123901367188,45.824054718017578,-0.14956313371658325,0.46748048067092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480732.1769259
34.1875,7.1250004768371582,-54.0625,-23.841859817504883,115.91911315917969,-2.956390380859375,-0.15589076280593872,0.57735186815261841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480732.2969339
34.1875,7.1250004768371582,-54.0625,-23.841859817504883,115.91911315917969,-2.956390380859375,-0.15589076280593872,0.57735186815261841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480732.3998461
34.1875,7.1250004768371582,-54.0625,-23.841859817504883,115.91911315917969,-2.956390380859375,-0.15589076280593872,0.57735186815261841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480732.5030861
34.1875,7.1250004768371582,-32.75,-113.96408843994141,220.72792053222656,25.987627029418945,-0.26825457811355591,0.91482764482498169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480732.6591899
52.1875,14.000000953674316,-32.75,-113.96408843994141,220.72792053222656,25.987627029418945,-0.26825457811355591,0.91482764482498169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480732.7129791
52.1875,14.000000953674316,-32.75,-113.96408843994141,220.72792053222656,25.987627029418945,-0.26825457811355591,0.91482764482498169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.040000000000000001,0.14000000000000001,0.34999999999999998,1.0,1756480732.8154609
