timestamp,MaxStepX,MaxStepY,MaxStepTheta,StepHeight,Frequency,Walking,FSR_Left,FSR_Right,FSR_Total,AccX,AccY,AccZ,GyroX,GyroY,AngleX,AngleY
2025-09-01 21:21:24,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,0.63005077838897705,1.4964044094085693,2.1264551877975464,,,,,,-0.0032594839576631784,0.045252148061990738
2025-09-01 21:21:25,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,0.004677564837038517,0.011312801390886307,0.015990366227924824,,,,,,0.049662765115499496,0.050045792013406754
2025-09-01 21:21:26,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,0.0055343587882816792,0.0030486506875604391,0.0085830094758421183,,,,,,0.093572787940502167,0.040650192648172379
2025-09-01 21:21:27,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,0.0045965812169015408,0.0034452108666300774,0.0080417920835316181,,,,,,0.017449077218770981,0.057907406240701675
2025-09-01 21:21:28,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,1.2653485536575317,1.630445122718811,2.8957936763763428,,,,,,-0.0055607003159821033,0.098941631615161896
2025-09-01 21:21:30,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,1.5892587900161743,1.3361058235168457,2.92536461353302,,,,,,-0.020708385854959488,0.054072681814432144
2025-09-01 21:21:31,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,2.2742753028869629,0.0045393351465463638,2.2788146380335093,,,,,,-0.060208622366189957,0.056948963552713394
2025-09-01 21:21:32,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,2.3185029029846191,0.0073302513919770718,2.3258331543765962,,,,,,-0.015723053365945816,0.03719884529709816
2025-09-01 21:21:33,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,2.1057286262512207,0.091518804430961609,2.1972474306821823,,,,,,-0.061550918966531754,0.070946522057056427
2025-09-01 21:21:34,0.040000000000000001,0.14000000000000001,0.34899999999999998,0.02,1.0,1,1.5040906667709351,0.43601116538047791,1.940101832151413,,,,,,-0.049470726400613785,0.08839542418718338
