timestamp,datetime,feat_accel_x,feat_accel_y,feat_accel_z,feat_gyro_x,feat_gyro_y,feat_gyro_z,feat_angle_x,feat_angle_y,feat_lfoot_fl,feat_lfoot_fr,feat_lfoot_rl,feat_lfoot_rr,feat_rfoot_fl,feat_rfoot_fr,feat_rfoot_rl,feat_rfoot_rr,feat_vx,feat_vy,feat_wz,feat_vtotal,pred_norm_StepHeight,pred_norm_MaxStepX,pred_norm_MaxStepY,pred_norm_MaxStepTheta,pred_norm_Frequency,applied_StepHeight,applied_MaxStepX,applied_MaxStepY,applied_MaxStepTheta,applied_Frequency,success,inference_time_ms
1756480791.25,2025-08-29 15:19:51.249,-0.0984119847417,-0.0282153487206,9.80382061005,-0.0113544398919,0.0112907821313,0.00552236335352,0.0162025969476,0.0455176606774,0.896595180035,0.502220094204,0.452753037214,0.0803390219808,0.334902077913,0.943840205669,0.975246071815,0.0192517731339,-0.00828260276467,-0.00516352895647,-0.00644292030483,0.0184435397387,0.373865661011,0.331351661465,0.907389188809,0.500129993693,0.426672992846,0.0249546264404,0.0398810996879,0.188886702657,0.300051997477,0.798671094992,True,33.7860584259
1756480791.8,2025-08-29 15:19:51.795,-0.0611796379089,0.0110839828849,9.86589622498,-0.00607997830957,0.00581771973521,0.00303843128495,0.000141535885632,0.0256919525564,0.664456069469,0.476975262165,0.412058353424,0.240134328604,0.464407265186,0.81127166748,0.878671646118,0.216996312141,-0.00815736781806,-0.000376136275008,0.0118396515027,0.02176807262,0.37484903122,0.333093763283,0.950664640096,0.500017060916,0.4283419949,0.0249939612488,0.039985625797,0.194079756812,0.300006824366,0.79983939643,True,42.699098587
1756480792.34,2025-08-29 15:19:52.339,-0.126111462712,-0.0268987156451,9.64178276062,-0.00497020501643,0.00371520896442,0.00112490693573,-0.0255873575807,0.0495268926024,0.674573421478,0.358291983604,0.489038109779,0.186528876424,0.52153301239,0.863117814064,0.774972617626,0.232784867287,-0.00161422835663,0.00284381653182,0.00321927759796,0.0228303037584,0.374676426124,0.332793218326,0.980683862871,0.500035815262,0.428058103763,0.024987057045,0.0399675930996,0.197682063544,0.300014326105,0.799640672634,True,40.9069061279
1756480792.88,2025-08-29 15:19:52.877,-0.0642533898354,0.0062175989151,9.62507820129,-0.00413227081299,0.000294865341857,0.00369397224858,-0.00390557385981,0.0155332814902,0.720276355743,0.274792850018,0.59175401926,0.396385073662,0.41995382309,0.607267320156,0.813056826591,0.346379190683,-0.0050994399935,0.00569704268128,-0.00547659536824,0.0210748724639,0.373910840689,0.33143963611,0.90573418293,0.500123176448,0.426783458782,0.0249564336276,0.0398863781666,0.188688101952,0.300049270579,0.798748421148,True,34.1811180115
1756480793.42,2025-08-29 15:19:53.420,-0.0318291708827,-0.00366412103176,9.73109912872,-0.00488831847906,0.00380204454996,0.00591951515526,-0.0070139109157,0.00997596792877,0.770466685295,0.463280379772,0.587438285351,0.385180771351,0.471360623837,0.571447730064,0.771313428879,0.48855817318,0.0012849860359,0.00418681511655,0.0107979774475,0.020322503522,0.374690018169,0.332727192243,0.953477878001,0.500040357453,0.428104748766,0.0249876007267,0.0399636315346,0.19441734536,0.300016142981,0.799673324136,True,39.186000824
1756480793.96,2025-08-29 15:19:53.963,-0.0533969253302,0.00791453011334,9.69832897186,-0.00207855994813,-0.00317862769589,0.00265054451302,0.00241947220638,0.0102539714426,0.755924582481,0.329483449459,0.543447136879,0.475240767002,0.460085093975,0.69122159481,0.624000251293,0.50111079216,-0.00413087010384,0.00398709904402,0.0222175270319,0.0191928073764,0.374712902733,0.332741624174,0.917299046317,0.500038972639,0.428104748766,0.0249885161093,0.0399644974504,0.190075885558,0.300015589056,0.799673324136,True,40.5330657959
1756480794.51,2025-08-29 15:19:54.509,0.00162729993463,-0.0580520555377,9.69408988953,-0.00270888465457,-0.00382201792672,-0.000577311846428,0.0262449700385,0.0056035220623,0.588473081589,0.428969323635,0.423965066671,0.394598186016,0.577880978584,0.717400729656,0.441184401512,0.40573400259,-0.00486260792241,0.0054898634553,0.0290773101151,0.0172449108213,0.374704738681,0.332748512141,0.93035870336,0.500039627279,0.428111328782,0.0249881895472,0.0399649107284,0.191643044403,0.300015850911,0.799677930147,True,42.3069000244
1756480795.05,2025-08-29 15:19:55.053,0.00509410025552,-0.0412379615009,9.66865348816,-0.00182342203334,-0.000776243396103,0.000645234133117,0.0234927944839,-0.00167113076895,0.668862462044,0.333891183138,0.362664699554,0.562085270882,0.495024859905,0.50566226244,0.523798942566,0.367596775293,-0.00599466264248,0.00723977619782,0.0146126244217,0.0198376812041,0.374700766979,0.332741624174,0.952746437575,0.500040080491,0.428104748766,0.0249880306792,0.0399644974504,0.194329572509,0.300016032196,0.799673324136,True,39.9699211121
1756480795.59,2025-08-29 15:19:55.588,0.0185858234763,-0.0844351500273,9.71912574768,0.00490374816582,-0.00334425456822,0.00429288158193,0.0305222719908,0.00280098197982,0.498967856169,0.367735087872,0.425822794437,0.402262032032,0.573273062706,0.406144380569,0.581778943539,0.258705824614,-0.00365643878467,0.00590746710077,-0.00733024440706,0.0249159000814,0.373912661052,0.331442793095,0.898920542935,0.500122968726,0.426786474623,0.0249565064421,0.0398865675857,0.187870465152,0.30004918749,0.798750532236,True,31.2449932098
1756480796.13,2025-08-29 15:19:56.133,0.0396142192185,-0.0219662860036,9.78659439087,0.00945463683456,0.000519300112501,0.00243747187778,0.0132198194042,-0.0104490872473,0.520385980606,0.350011706352,0.368705540895,0.535975754261,0.638265252113,0.548424899578,0.699514389038,0.311836153269,0.000313180033118,0.00381987076253,0.0199592337012,0.0202843956649,0.374723670457,0.332804460928,0.921186345285,0.500034616558,0.428131434387,0.0249889468183,0.0399682676557,0.190542361434,0.300013846623,0.799692004071,True,40.8389568329
