timestamp,datetime,feat_accel_x,feat_accel_y,feat_accel_z,feat_gyro_x,feat_gyro_y,feat_gyro_z,feat_angle_x,feat_angle_y,feat_lfoot_fl,feat_lfoot_fr,feat_lfoot_rl,feat_lfoot_rr,feat_rfoot_fl,feat_rfoot_fr,feat_rfoot_rl,feat_rfoot_rr,feat_vx,feat_vy,feat_wz,feat_vtotal,pred_norm_StepHeight,pred_norm_MaxStepX,pred_norm_MaxStepY,pred_norm_MaxStepTheta,pred_norm_Frequency,applied_StepHeight,applied_MaxStepX,applied_MaxStepY,applied_MaxStepTheta,applied_Frequency,success,inference_time_ms
1756413928.26,2025-08-28 20:45:28.263,-0.0479451343417,-0.0525165274739,9.90169811249,-0.0156871937215,-0.0181400626898,-0.000442125223344,0.0690990313888,-0.00113330013119,0.694541990757,0.401329874992,0.928868174553,0.103518463671,0.0217286869884,0.764259696007,0.30564558506,0.752100646496,0.0158582292497,0.0112220095471,0.0769486278296,0.000709538348019,0.374762832693,0.332828215758,0.999233761305,0.500032048566,0.428204702343,0.0249905133077,0.0399696929455,0.199908051357,0.300012819426,0.79974329164,True,39.8681163788
1756413928.81,2025-08-28 20:45:28.808,0.000862061977386,-0.0518903434277,9.78577041626,-0.0114584872499,-0.0138696702197,-0.000188080826774,0.0511106513441,-0.00637504644692,0.743965864182,0.322470396757,0.894644916058,0.271871030331,0.0656913369894,0.620962381363,0.299062848091,0.634577810764,0.0146479774266,0.00796896219254,0.0487377233803,0.0116241145879,0.374729546053,0.332777704,0.998903927593,0.500035846915,0.428156448892,0.0249891818421,0.03996666224,0.199868471311,0.300014338766,0.799709514225,True,42.3781871796
1756413929.35,2025-08-28 20:45:29.349,0.0113098267466,-0.0299235098064,9.8508682251,-0.00748136965558,-0.0127674546093,-0.00588984787464,0.0178020764142,-0.000443609897047,0.748437941074,0.492514967918,0.90206861496,0.259265720844,0.285257518291,0.696442961693,0.220994263887,0.654120743275,0.0120808891952,0.00516744330525,0.0372602269053,0.0110611766577,0.374729546053,0.332777704,0.998903927593,0.500035846915,0.428156448892,0.0249891818421,0.03996666224,0.199868471311,0.300014338766,0.799709514225,True,36.1499786377
1756413929.9,2025-08-28 20:45:29.896,0.0295274555683,-0.0375417172909,9.69532108307,-0.00651442771778,-0.00457819504663,-0.00448147021234,0.0108512751758,-0.00773236248642,0.590083241463,0.361607789993,0.688858151436,0.481251835823,0.382936894894,0.631025314331,0.290107935667,0.700185716152,0.00871924124658,0.00283510191366,0.0644237175584,0.0110094435513,0.374729823442,0.332868985962,0.998930164366,0.500030829929,0.428150015099,0.0249891929377,0.0399721391577,0.199871619724,0.300012331972,0.799705010569,True,43.8859462738
1756413930.45,2025-08-28 20:45:30.446,0.0312820933759,-0.0892399847507,9.6856803894,-0.00937097892165,-0.00338754593395,-0.00209640478715,0.0066434009932,0.0202954225242,0.681981682777,0.351801484823,0.662818551064,0.575591981411,0.50098669529,0.468278467655,0.387283205986,0.576864540577,0.0147762559354,0.00107592635322,0.06814648211,0.0095788538456,0.374724391247,0.332858162014,0.958401860603,0.500032399386,0.428122441698,0.0249889756499,0.0399714897209,0.195008223272,0.300012959754,0.799685709189,True,45.3457832336
1756413930.99,2025-08-28 20:45:30.988,0.045173805207,-0.0612602345645,9.63492202759,-0.00178636517376,0.00144427176565,-0.00148520932999,-0.00826704595238,0.0329006537795,0.684787929058,0.378562748432,0.649144530296,0.436742514372,0.447453409433,0.606515884399,0.528007864952,0.645869851112,0.00529104750603,-0.00426444411278,0.0421594679356,0.00990479532629,0.374763595512,0.33295702074,0.997760538779,0.500027925775,0.428210217023,0.0249905438205,0.0399774212444,0.199731264653,0.30001117031,0.799747151916,True,39.4167900085
1756413931.53,2025-08-28 20:45:31.530,0.0203886255622,-0.106604471803,9.59773254395,-0.00214072410017,0.00514602474868,0.0069530531764,-0.0158632788807,0.0535669624805,0.686507940292,0.3105250597,0.743536233902,0.465322554111,0.515252709389,0.447569191456,0.436686694622,0.572849273682,0.00829750578851,-0.00547066004947,0.0354269780219,0.0105854356661,0.374769461126,0.332950355994,0.947542474605,0.500027256448,0.428202816246,0.024990778445,0.0399770213596,0.193705096953,0.300010902579,0.799741971372,True,38.7699604034
1756413932.08,2025-08-28 20:45:32.078,0.0171715915203,-0.0516972728074,9.68734359741,-0.00381343439221,0.000872519798577,0.00253313616849,-0.035652153194,0.0353614240885,0.779356837273,0.432223290205,0.731066167355,0.404454678297,0.576799869537,0.487360566854,0.416216850281,0.526378273964,0.00864145718515,-0.0021712705493,0.0333529785275,0.0131982956082,0.374868171038,0.333139584663,0.949438611851,0.500013935191,0.42836968319,0.0249947268415,0.0399883750798,0.193932633422,0.300005574077,0.799858778233,True,44.4190502167
1756413932.62,2025-08-28 20:45:32.623,0.0284564457834,-0.0132007263601,9.6465883255,-0.00445174006745,-0.00375461694784,0.00580974435434,-0.0317811258137,0.0206409320235,0.633560180664,0.507076025009,0.603050947189,0.324546515942,0.655983269215,0.417277872562,0.29814684391,0.558822274208,0.0122315771878,-0.00113415892702,0.0493862107396,0.0119293313473,0.374879873372,0.333159879566,0.949438611851,0.500012599834,0.428404149941,0.0249951949349,0.039989592774,0.193932633422,0.300005039934,0.799882904959,True,40.5211448669
1756413933.17,2025-08-28 20:45:33.173,0.0660172477365,0.0089712664485,9.68981742859,-0.0036088610068,0.00297527806833,0.00559807056561,-0.0373644307256,0.0156999062747,0.490203350782,0.494068384171,0.42252728343,0.234303802252,0.581481635571,0.505531609058,0.452421963215,0.414294093847,0.00705476244912,0.00366423488595,0.0380758345127,0.0112731717527,0.374704738681,0.332748512141,0.949176244126,0.500038677691,0.428125115482,0.0249881895472,0.0399649107284,0.193901149295,0.300015471077,0.799687580838,True,46.6198921204
